CREDIT_TERM,DAYS_REGISTRATION,DAYS_BIRTH,DAYS_ID_PUBLISH,DAYS_EMPLOYED,DAYS_LAST_PHONE_CHANGE,INSTA_AMT_INSTALMENT,AMT_ANNUITY,CREDIT_INCOME_PERCENT,REGION_POPULATION_RELATIVE,BUREAU_DAYS_CREDIT,ANNUITY_INCOME_PERCENT,SK_ID_CURR
20.56017654048549,-5270.0,11558.0,-2571.0,-1784.0,-1778.0,13853.520849056604,26509.5,3.4605714285714284,0.00496,-1868.3333333333333,0.1683142857142857,39
12.659360322075598,-687.0,10847.0,-2773.0,-696.0,-228.0,7739.586,20119.5,3.5375,0.01885,-1013.3333333333334,0.2794375,40
20.0,-1272.0,11175.0,-2607.0,-783.0,-2202.0,5428.9224,10125.0,1.8,0.031329,-542.6666666666666,0.09,41
9.425478767693589,-2801.0,8643.0,-974.0,-706.0,-474.0,6871.1,27022.5,2.264,0.025164,0.0,0.2402,42
18.36029001673173,-4211.0,9337.0,-1626.0,-744.0,-1020.0,19579.935,32274.0,3.7622857142857145,0.007114,0.0,0.2049142857142857,43
26.258098223615463,-9101.0,15138.0,-4493.0,-172.0,0.0,15078.139772727272,12919.5,2.8995,0.035792,-1889.375,0.1104230769230769,44
23.49624060150376,-471.0,12585.0,-488.0,-3754.0,-2249.0,12327.6575,28728.0,4.054054054054054,0.028663,-1298.0,0.1725405405405405,45
19.62059620596206,-3733.0,13034.0,-4438.0,-6358.0,-1497.0,4063.467,39852.0,4.964571428571428,0.022625,-1565.0,0.2530285714285714,46
25.216181109667843,-8777.0,16174.0,-4447.0,-2141.0,-1733.0,24606.833684210524,48501.0,6.7945,0.04622,-1610.0,0.26945,47
24.786032180760014,-9036.0,19607.0,-888.0,-7875.0,0.0,7678.695,26289.0,4.137142857142857,0.010032,-740.25,0.1669142857142857,48
32.77255844439589,-7313.0,18970.0,-2506.0,365243.0,-475.0,13333.689000000002,20596.5,5.172413793103448,0.028663,-184.0,0.1578275862068965,49
23.34372564302416,-9512.0,23428.0,-3400.0,365243.0,0.0,9743.738142857144,11547.0,9.507936507936508,0.035792,-653.0,0.4073015873015873,50
18.094620868438103,-9772.0,15755.0,-2260.0,-291.0,-836.0,12951.256034482758,6943.5,0.698,0.072508,-531.3333333333334,0.038575,51
26.529338327091136,-620.0,17730.0,-1292.0,-976.0,-1329.0,93720.23228571429,14418.0,0.1888888888888888,0.030755,-1136.8,0.00712,52
20.0,-8927.0,8940.0,-1443.0,-2248.0,-459.0,15210.54,18000.0,1.7777777777777777,0.072508,-137.0,0.0888888888888888,53
25.122472051249844,-255.0,11290.0,-712.0,-1033.0,-1641.0,9568.482452830189,35824.5,4.444444444444445,0.010006,-489.3333333333333,0.1769111111111111,54
16.345450109782874,-8468.0,8862.0,-1526.0,-716.0,-889.0,13735.096875,18445.5,1.675,0.010643,-394.5,0.102475,55
30.16322559723273,-8405.0,15888.0,-4476.0,-369.0,-1.0,7448.26064516129,41629.5,3.986285714285714,0.031329,-69.0,0.1321571428571428,56
12.65693242020933,-627.0,11420.0,-2514.0,-743.0,-128.0,5192.862499999999,34825.5,3.91808,0.010147,-259.25,0.30956,57
18.37253100597152,-9554.0,17009.0,-546.0,-1889.0,-4066.0,36667.38034883721,39186.0,2.285542857142857,0.072508,-1711.7777777777778,0.1244,58
34.06312197895934,-53.0,11833.0,-4172.0,-1659.0,0.0,12880.7838,31653.0,5.3244444444444445,0.025164,-759.3333333333334,0.1563111111111111,59
32.586092715231786,-3955.0,21199.0,-4164.0,365243.0,-2.0,0.0,10872.0,2.6242666666666667,0.007305,-522.8,0.0805333333333333,60
18.43781428092524,-2533.0,15588.0,-1831.0,-215.0,-472.0,14280.2128125,13423.5,1.1,0.018634,-1204.6666666666667,0.05966,61
15.293348994273968,-528.0,10876.0,-3497.0,-2396.0,-1557.0,22012.155,30649.5,2.08326,0.032561,-2578.0,0.13622,62
10.056603773584904,-10847.0,18114.0,-1651.0,-11342.0,-953.0,14829.64875,23850.0,3.553333333333333,0.018634,-339.25,0.3533333333333333,63
36.36627064618951,-2089.0,22111.0,-4059.0,365243.0,-1583.0,9248.880681818182,31059.0,5.340425531914893,0.01885,-1074.0,0.1468510638297872,64
22.01867183371499,-2496.0,14314.0,-4689.0,-5835.0,-621.0,19532.48239726027,25546.5,2.083333333333333,0.028663,-1638.111111111111,0.0946166666666666,65
9.242325277596342,-426.0,14316.0,-4220.0,-2240.0,-2190.0,13304.938064516127,27558.0,1.415,0.022625,-1335.0,0.1531,66
10.81164483260553,-7620.0,13813.0,-3159.0,-105.0,0.0,21838.877307692303,15457.5,1.1253939393939394,0.002042,-641.5,0.1040909090909091,67
26.263320728772776,-7898.0,15941.0,-4399.0,-957.0,-2368.0,11524.6,13090.5,2.7285714285714286,0.035792,-1399.2857142857142,0.1038928571428571,68
34.19972640218878,-9803.0,21525.0,-4883.0,365243.0,-477.0,10428.63,32895.0,10.0,0.007114,0.0,0.2924,69
20.70525027203482,-3297.0,14357.0,-4777.0,-4435.0,-1961.0,13552.91125,33084.0,4.349285714285714,0.01885,-1561.1,0.2100571428571428,70
17.17369970559372,-4243.0,9600.0,-769.0,-686.0,-1396.0,7272.579056603774,9171.0,1.75,0.00733,-40.0,0.1019,71
16.460074626865673,-5189.0,11256.0,-2191.0,-774.0,-1154.0,10967.202,24120.0,3.52904,0.008068,-648.6666666666666,0.2144,72
13.966480446927374,-11806.0,17709.0,-1253.0,-3279.0,-2551.0,16822.03323529412,19332.0,1.1111111111111112,0.026392,-1597.5,0.0795555555555555,73
20.682042253521125,-4607.0,16617.0,-159.0,-500.0,0.0,9935.777142857143,25560.0,2.34948,0.010032,-1732.0,0.1136,74
34.08203125,-9589.0,17816.0,-1364.0,-8021.0,-592.0,10216.4625,36864.0,9.306666666666668,0.006305,-1126.5625,0.2730666666666667,75
13.925308436145382,-2207.0,17243.0,-773.0,-1667.0,0.0,13824.529714285716,13495.5,1.0708205128205128,0.030755,-2262.0,0.0768974358974359,76
10.579595077411671,-7234.0,24947.0,-4231.0,365243.0,-405.0,15216.687,22671.0,2.665,0.02461,-1520.2,0.2519,77
20.79002079002079,-4673.0,19566.0,-3129.0,-1970.0,-1877.0,11529.1881,10822.5,5.0,0.018634,-1138.0,0.2405,78
26.29987908101572,-7483.0,16950.0,-484.0,-3434.0,-1884.0,10462.06054054054,14886.0,3.48,0.018634,-1638.4615384615386,0.13232,79
19.585447664917865,-3029.0,12220.0,-2392.0,-259.0,-1989.0,17751.140735294117,52321.5,3.253142857142857,0.072508,-1644.3333333333333,0.1661,80
13.70007376962799,-1569.0,12326.0,-4517.0,-118.0,-1897.0,3838.851,42700.5,5.2,0.026392,0.0,0.37956,81
37.8164610444482,-6621.0,18308.0,-1828.0,-4916.0,-2293.0,83073.12146341463,53253.0,9.944888888888888,0.009334,-1304.6666666666667,0.2629777777777777,82
25.14851485148515,-3971.0,10973.0,-2970.0,-194.0,0.0,26338.3935,48631.5,5.4356,0.019101,-695.0,0.21614,83
9.52375349316076,-5110.0,10477.0,-3169.0,-865.0,-1753.0,4729.6430769230765,30595.5,1.2217358490566037,0.0105,-889.625,0.1282830188679245,84
19.47982062780269,-4214.0,21186.0,-4709.0,365243.0,-994.0,88147.062,24084.0,1.5560597014925373,0.018634,-462.0,0.0798805970149253,85
23.603645711614863,-12515.0,19793.0,-3311.0,-12518.0,-1505.0,10088.67375,19255.5,3.740740740740741,0.025164,-1294.3333333333333,0.1584814814814814,86
25.215132445485143,-8081.0,20154.0,-3168.0,-1003.0,-48.0,6232.68,30748.5,5.743166666666666,0.008019,-959.8571428571428,0.2277666666666666,87
23.294019005030744,-156.0,15617.0,-4386.0,-2692.0,-394.0,68740.55699999999,48303.0,2.841340909090909,0.025164,-766.8571428571429,0.1219772727272727,88
36.243913749130535,-4228.0,22934.0,-4722.0,365243.0,-1272.0,9473.655483870967,38817.0,5.800371057513915,0.035792,-1088.8333333333333,0.1600371057513914,89
12.580494037478704,-4683.0,22469.0,-4747.0,365243.0,0.0,3023.625,21132.0,2.568608695652174,0.00712,0.0,0.2041739130434782,90
26.201816911250877,-5828.0,15355.0,-4140.0,-1896.0,-1828.0,58676.83269230768,64395.0,6.249133333333333,0.00733,-1478.0,0.2385,91
24.552943487656343,-3573.0,14108.0,-4920.0,-5591.0,-2952.0,2417.0608018867924,68719.5,6.249133333333333,0.031329,-1577.75,0.2545166666666666,92
32.77255844439589,-47.0,22596.0,-4015.0,365243.0,-3.0,0.0,20596.5,8.823529411764707,0.028663,-1607.0,0.2692352941176471,93
20.0,-7285.0,8084.0,-766.0,-780.0,-285.0,7434.4971428571425,13500.0,2.4,0.018801,-597.1666666666666,0.12,94
14.369769874476988,-12641.0,21722.0,-4894.0,365243.0,-295.0,19597.9725,17208.0,4.226923076923077,0.005084,-1488.0,0.2941538461538461,95
23.60337552742616,-7098.0,19891.0,-2502.0,365243.0,-976.0,90067.69499999999,42660.0,8.9504,0.022625,-592.6,0.3792,96
22.554711924966504,-1208.0,19930.0,-3471.0,-161.0,-4.0,5597.025000000001,20151.0,3.740740740740741,0.015221,0.0,0.1658518518518518,97
17.120387174833635,-12866.0,23448.0,-4293.0,365243.0,-175.0,5730.2964,7438.5,2.3583333333333334,0.019101,-698.3333333333334,0.13775,98
20.0,-752.0,14687.0,-4251.0,-1639.0,-166.0,0.0,6750.0,0.8571428571428571,0.018801,-898.0,0.0428571428571428,99
